Cc 2;Country;Engtype 2;Gid 0;Gid 1;Gid 2;Hasc 2;Name 1;Name 2;Nl Name 1;Nl Name 2;Type 2;Varname 2;Geometry
3513;Indonesia;Regency;IDN;IDN.11_1;IDN.11.30_1;ID.JI.PL;Jawa Timur;Probolinggo;NA;NA;Kabupaten;NA;MultiPolygon
3527;Indonesia;Regency;IDN;IDN.11_1;IDN.11.31_1;ID.JI.SA;Jawa Timur;Sampang;NA;NA;Kabupaten;NA;MultiPolygon
3515;Indonesia;Regency;IDN;IDN.11_1;IDN.11.32_1;ID.JI.SD;Jawa Timur;Sidoarjo;NA;NA;Kabupaten;NA;Polygon
3512;Indonesia;Regency;IDN;IDN.11_1;IDN.11.33_1;ID.JI.SB;Jawa Timur;Situbondo;NA;NA;Kabupaten;NA;Polygon
3529;Indonesia;Regency;IDN;IDN.11_1;IDN.11.34_1;ID.JI.SM;Jawa Timur;Sumenep;NA;NA;Kabupaten;NA;MultiPolygon
3578;Indonesia;City;IDN;IDN.11_1;IDN.11.35_1;ID.JI.SR;Jawa Timur;Surabaya;NA;NA;Kota;NA;MultiPolygon
3503;Indonesia;Regency;IDN;IDN.11_1;IDN.11.36_1;ID.JI.TR;Jawa Timur;Trenggalek;NA;NA;Kabupaten;NA;MultiPolygon
3523;Indonesia;Regency;IDN;IDN.11_1;IDN.11.37_1;ID.JI.TB;Jawa Timur;Tuban;NA;NA;Kabupaten;NA;MultiPolygon
3504;Indonesia;Regency;IDN;IDN.11_1;IDN.11.38_1;ID.JI.TG;Jawa Timur;Tulungagung;NA;NA;Kabupaten;NA;MultiPolygon
6102;Indonesia;Regency;IDN;IDN.12_1;IDN.12.1_1;ID.KB.BE;Kalimantan Barat;Bengkayang;NA;NA;Kabupaten;NA;MultiPolygon
6108;Indonesia;Regency;IDN;IDN.12_1;IDN.12.2_1;ID.KB.KH;Kalimantan Barat;Kapuas Hulu;NA;NA;Kabupaten;NA;Polygon
6111;Indonesia;Regency;IDN;IDN.12_1;IDN.12.3_1;ID.KB.KU;Kalimantan Barat;Kayong Utara;NA;NA;Kabupaten;NA;MultiPolygon
6106;Indonesia;Regency;IDN;IDN.12_1;IDN.12.4_1;ID.KB.KP;Kalimantan Barat;Ketapang;NA;NA;Kabupaten;NA;MultiPolygon
6171;Indonesia;City;IDN;IDN.12_1;IDN.12.5_1;ID.KB.PN;Kalimantan Barat;Kota Pontianak;NA;NA;Kota;NA;MultiPolygon
6112;Indonesia;Regency;IDN;IDN.12_1;IDN.12.6_1;ID.KB.KR;Kalimantan Barat;Kubu Raya;NA;NA;Kabupaten;NA;MultiPolygon
6103;Indonesia;Regency;IDN;IDN.12_1;IDN.12.7_1;ID.KB.LA;Kalimantan Barat;Landak;NA;NA;Kabupaten;NA;Polygon
6110;Indonesia;Regency;IDN;IDN.12_1;IDN.12.8_1;ID.KB.ME;Kalimantan Barat;Melawi;NA;NA;Kabupaten;NA;Polygon
6104;Indonesia;Regency;IDN;IDN.12_1;IDN.12.9_1;ID.KB.PR;Kalimantan Barat;Pontianak;NA;NA;Kabupaten;NA;MultiPolygon
6101;Indonesia;Regency;IDN;IDN.12_1;IDN.12.10_1;ID.KB.SM;Kalimantan Barat;Sambas;NA;NA;Kabupaten;NA;Polygon
6105;Indonesia;Regency;IDN;IDN.12_1;IDN.12.11_1;ID.KB.SN;Kalimantan Barat;Sanggau;NA;NA;Kabupaten;NA;Polygon
6109;Indonesia;Regency;IDN;IDN.12_1;IDN.12.12_1;ID.KB.SE;Kalimantan Barat;Sekadau;NA;NA;Kabupaten;NA;Polygon
6172;Indonesia;City;IDN;IDN.12_1;IDN.12.13_1;ID.KB.SK;Kalimantan Barat;Singkawang;NA;NA;Kota;NA;Polygon
6107;Indonesia;Regency;IDN;IDN.12_1;IDN.12.14_1;ID.KB.SI;Kalimantan Barat;Sintang;NA;NA;Kabupaten;NA;Polygon
6311;Indonesia;Regency;IDN;IDN.13_1;IDN.13.1_1;ID.KS.BA;Kalimantan Selatan;Balangan;NA;NA;Kabupaten;NA;Polygon
6303;Indonesia;Regency;IDN;IDN.13_1;IDN.13.3_1;ID.KS.BN;Kalimantan Selatan;Banjar;NA;NA;Kabupaten;NA;MultiPolygon
6372;Indonesia;City;IDN;IDN.13_1;IDN.13.2_1;ID.KS.BB;Kalimantan Selatan;Banjar Baru;NA;NA;Kota;NA;Polygon
6371;Indonesia;City;IDN;IDN.13_1;IDN.13.4_1;ID.KS.BM;Kalimantan Selatan;Banjarmasin;NA;NA;Kota;NA;Polygon
6304;Indonesia;Regency;IDN;IDN.13_1;IDN.13.5_1;ID.KS.BK;Kalimantan Selatan;Barito Kuala;NA;NA;Kabupaten;NA;Polygon
6306;Indonesia;Regency;IDN;IDN.13_1;IDN.13.6_1;ID.KS.HS;Kalimantan Selatan;Hulu Sungai Selatan;NA;NA;Kabupaten;NA;Polygon
6307;Indonesia;Regency;IDN;IDN.13_1;IDN.13.7_1;ID.KS.HT;Kalimantan Selatan;Hulu Sungai Tengah;NA;NA;Kabupaten;NA;Polygon
6308;Indonesia;Regency;IDN;IDN.13_1;IDN.13.8_1;ID.KS.HU;Kalimantan Selatan;Hulu Sungai Utara;NA;NA;Kabupaten;NA;Polygon
6302;Indonesia;Regency;IDN;IDN.13_1;IDN.13.9_1;ID.KS.KB;Kalimantan Selatan;Kota Baru;NA;NA;Kabupaten;NA;MultiPolygon
6309;Indonesia;Regency;IDN;IDN.13_1;IDN.13.10_1;ID.KS.TB;Kalimantan Selatan;Tabalong;NA;NA;Kabupaten;NA;Polygon
6310;Indonesia;Regency;IDN;IDN.13_1;IDN.13.11_1;ID.KS.TN;Kalimantan Selatan;Tanah Bumbu;NA;NA;Kabupaten;NA;MultiPolygon
6301;Indonesia;Regency;IDN;IDN.13_1;IDN.13.12_1;ID.KS.TL;Kalimantan Selatan;Tanah Laut;NA;NA;Kabupaten;NA;Polygon
6305;Indonesia;Regency;IDN;IDN.13_1;IDN.13.13_1;ID.KS.TP;Kalimantan Selatan;Tapin;NA;NA;Kabupaten;NA;Polygon
6204;Indonesia;Regency;IDN;IDN.14_1;IDN.14.1_1;ID.KT.BS;Kalimantan Tengah;Barito Selatan;NA;NA;Kabupaten;NA;Polygon
6212;Indonesia;Regency;IDN;IDN.14_1;IDN.14.2_1;ID.KT.BT;Kalimantan Tengah;Barito Timur;NA;NA;Kabupaten;NA;Polygon
6205;Indonesia;Regency;IDN;IDN.14_1;IDN.14.3_1;ID.KT.BU;Kalimantan Tengah;Barito Utara;NA;NA;Kabupaten;NA;Polygon
6211;Indonesia;Regency;IDN;IDN.14_1;IDN.14.4_1;ID.KT.GM;Kalimantan Tengah;Gunung Mas;NA;NA;Kabupaten;NA;Polygon
6203;Indonesia;Regency;IDN;IDN.14_1;IDN.14.5_1;ID.KT.KA;Kalimantan Tengah;Kapuas;NA;NA;Kabupaten;NA;Polygon
6209;Indonesia;Regency;IDN;IDN.14_1;IDN.14.6_1;ID.KT.KG;Kalimantan Tengah;Katingan;NA;NA;Kabupaten;NA;MultiPolygon
6201;Indonesia;Regency;IDN;IDN.14_1;IDN.14.7_1;ID.KT.KB;Kalimantan Tengah;Kotawaringin Barat;NA;NA;Kabupaten;NA;Polygon
6202;Indonesia;Regency;IDN;IDN.14_1;IDN.14.8_1;ID.KT.KT;Kalimantan Tengah;Kotawaringin Timur;NA;NA;Kabupaten;NA;Polygon
6207;Indonesia;Regency;IDN;IDN.14_1;IDN.14.9_1;ID.KT.LA;Kalimantan Tengah;Lamandau;NA;NA;Kabupaten;NA;Polygon
6213;Indonesia;Regency;IDN;IDN.14_1;IDN.14.10_1;ID.KT.MR;Kalimantan Tengah;Murung Raya;NA;NA;Kabupaten;NA;Polygon
6271;Indonesia;City;IDN;IDN.14_1;IDN.14.11_1;ID.KT.PR;Kalimantan Tengah;Palangka Raya;NA;NA;Kota;NA;Polygon
6210;Indonesia;Regency;IDN;IDN.14_1;IDN.14.12_1;ID.KT.PP;Kalimantan Tengah;Pulang Pisau;NA;NA;Kabupaten;NA;Polygon
6208;Indonesia;Regency;IDN;IDN.14_1;IDN.14.13_1;ID.KT.SE;Kalimantan Tengah;Seruyan;NA;NA;Kabupaten;NA;Polygon
6206;Indonesia;Regency;IDN;IDN.14_1;IDN.14.14_1;ID.KT.SU;Kalimantan Tengah;Sukamara;NA;NA;Kabupaten;NA;Polygon
6471;Indonesia;City;IDN;IDN.34_1;IDN.34.1_1;ID.KM.BA;Kalimantan Timur;Balikpapan;NA;NA;Kota;NA;Polygon
6405;Indonesia;Regency;IDN;IDN.34_1;IDN.34.2_1;ID.KM.BE;Kalimantan Timur;Berau;NA;NA;Kabupaten;NA;MultiPolygon
6474;Indonesia;City;IDN;IDN.34_1;IDN.34.3_1;ID.KM.BO;Kalimantan Timur;Bontang;NA;NA;Kota;NA;MultiPolygon
6402;Indonesia;Regency;IDN;IDN.34_1;IDN.34.5_1;ID.KM.KB;Kalimantan Timur;Kutai Barat;NA;NA;Kabupaten;NA;Polygon
6403;Indonesia;Regency;IDN;IDN.34_1;IDN.34.6_1;ID.KM.KU;Kalimantan Timur;Kutai Kartanegara;NA;NA;Kabupaten;NA;MultiPolygon
6404;Indonesia;Regency;IDN;IDN.34_1;IDN.34.7_1;ID.KM.KT;Kalimantan Timur;Kutai Timur;NA;NA;Kabupaten;NA;MultiPolygon
6401;Indonesia;Regency;IDN;IDN.34_1;IDN.34.10_1;ID.KM.PA;Kalimantan Timur;Paser;NA;NA;Kabupaten;NA;MultiPolygon
6409;Indonesia;Regency;IDN;IDN.34_1;IDN.34.11_1;ID.KM.PP;Kalimantan Timur;Penajam Paser Utara;NA;NA;Kabupaten;NA;Polygon
6472;Indonesia;City;IDN;IDN.34_1;IDN.34.12_1;ID.KM.SA;Kalimantan Timur;Samarinda;NA;NA;Kota;NA;Polygon
NA;Indonesia;NA;IDN;IDN.35_1;IDN.35.4;NA;Kalimantan Utara;Bulungan;NA;NA;NA;NA;MultiPolygon
NA;Indonesia;NA;IDN;IDN.35_1;IDN.35.8;NA;Kalimantan Utara;Malinau;NA;NA;NA;NA;Polygon
NA;Indonesia;NA;IDN;IDN.35_1;IDN.35.9;NA;Kalimantan Utara;Nunukan;NA;NA;NA;NA;MultiPolygon
NA;Indonesia;NA;IDN;IDN.35_1;IDN.35.13;NA;Kalimantan Utara;Tana Tidung;NA;NA;NA;NA;MultiPolygon
NA;Indonesia;NA;IDN;IDN.35_1;IDN.35.14;NA;Kalimantan Utara;Tarakan;NA;NA;NA;NA;MultiPolygon
2171;Indonesia;City;IDN;IDN.16_1;IDN.16.1_1;ID.KR.BA;Kepulauan Riau;Batam;NA;NA;Kota;NA;MultiPolygon
2102;Indonesia;Regency;IDN;IDN.16_1;IDN.16.2_1;ID.KR.KR;Kepulauan Riau;Bintan;NA;NA;Kabupaten;NA;MultiPolygon
2101;Indonesia;Regency;IDN;IDN.16_1;IDN.16.3_1;ID.KR.KA;Kepulauan Riau;Karimun;NA;NA;Kabupaten;NA;MultiPolygon
2105;Indonesia;Regency;IDN;IDN.16_1;IDN.16.4_1;ID.KR.KM;Kepulauan Riau;Kepulauan Anambas;NA;NA;Kabupaten;NA;MultiPolygon
2104;Indonesia;Regency;IDN;IDN.16_1;IDN.16.5_1;ID.KR.LI;Kepulauan Riau;Lingga;NA;NA;Kabupaten;NA;MultiPolygon
2103;Indonesia;Regency;IDN;IDN.16_1;IDN.16.6_1;ID.KR.NT;Kepulauan Riau;Natuna;NA;NA;Kabupaten;NA;MultiPolygon
2172;Indonesia;City;IDN;IDN.16_1;IDN.16.7_1;ID.KR.TP;Kepulauan Riau;Tanjungpinang;NA;NA;Kota;NA;MultiPolygon
1871;Indonesia;City;IDN;IDN.17_1;IDN.17.1_1;ID.LA.BL;Lampung;Bandar Lampung;NA;NA;Kota;NA;MultiPolygon
1801;Indonesia;Regency;IDN;IDN.17_1;IDN.17.2_1;ID.LA.LB;Lampung;Lampung Barat;NA;NA;Kabupaten;NA;MultiPolygon
1803;Indonesia;Regency;IDN;IDN.17_1;IDN.17.3_1;ID.LA.LP;Lampung;Lampung Selatan;NA;NA;Kabupaten;NA;MultiPolygon
1805;Indonesia;Regency;IDN;IDN.17_1;IDN.17.4_1;ID.LA.LT;Lampung;Lampung Tengah;NA;NA;Kabupaten;NA;Polygon
1804;Indonesia;Regency;IDN;IDN.17_1;IDN.17.5_1;ID.LA.LI;Lampung;Lampung Timur;NA;NA;Kabupaten;NA;MultiPolygon
1806;Indonesia;Regency;IDN;IDN.17_1;IDN.17.6_1;ID.LA.LU;Lampung;Lampung Utara;NA;NA;Kabupaten;NA;Polygon
1811;Indonesia;Regency;IDN;IDN.17_1;IDN.17.7_1;ID.LA.MJ;Lampung;Mesuji;NA;NA;Kabupaten;NA;Polygon
1872;Indonesia;City;IDN;IDN.17_1;IDN.17.8_1;ID.LA.ME;Lampung;Metro;NA;NA;Kota;NA;Polygon
1809;Indonesia;Regency;IDN;IDN.17_1;IDN.17.9_1;ID.LA.PA;Lampung;Pesawaran;NA;NA;Kabupaten;NA;MultiPolygon
1810;Indonesia;Regency;IDN;IDN.17_1;IDN.17.10_1;ID.LA.PG;Lampung;Pringsewu;NA;NA;Kabupaten;NA;Polygon
1802;Indonesia;Regency;IDN;IDN.17_1;IDN.17.11_1;ID.LA.TG;Lampung;Tanggamus;NA;NA;Kabupaten;NA;MultiPolygon
1812;Indonesia;Regency;IDN;IDN.17_1;IDN.17.12_1;ID.LA.TR;Lampung;Tulang Bawang Barat;NA;NA;Kabupaten;NA;Polygon
1808;Indonesia;Regency;IDN;IDN.17_1;IDN.17.13_1;ID.LA.TL;Lampung;Tulangbawang;NA;NA;Kabupaten;NA;Polygon
1807;Indonesia;Regency;IDN;IDN.17_1;IDN.17.14_1;ID.LA.WK;Lampung;Way Kanan;NA;NA;Kabupaten;NA;MultiPolygon
8171;Indonesia;City;IDN;IDN.19_1;IDN.19.1_1;ID.MA.AM;Maluku;Ambon;NA;NA;Kota;NA;MultiPolygon
8104;Indonesia;Regency;IDN;IDN.19_1;IDN.19.3_1;ID.MA.BR;Maluku;Buru;NA;NA;Kabupaten;NA;Polygon
8109;Indonesia;Regency;IDN;IDN.19_1;IDN.19.2_1;ID.MA.BS;Maluku;Buru Selatan;NA;NA;Kabupaten;NA;MultiPolygon
8105;Indonesia;Regency;IDN;IDN.19_1;IDN.19.4_1;ID.MA.KA;Maluku;Kepulauan Aru;NA;NA;Kabupaten;NA;MultiPolygon
8108;Indonesia;Regency;IDN;IDN.19_1;IDN.19.5_1;ID.MA.MD;Maluku;Maluku Barat Daya;NA;NA;Kabupaten;NA;MultiPolygon
8103;Indonesia;Regency;IDN;IDN.19_1;IDN.19.6_1;ID.MA.MT;Maluku;Maluku Tengah;NA;NA;Kabupaten;NA;MultiPolygon
8102;Indonesia;Regency;IDN;IDN.19_1;IDN.19.8_1;ID.MA.MN;Maluku;Maluku Tenggara;NA;NA;Kabupaten;NA;MultiPolygon
8101;Indonesia;Regency;IDN;IDN.19_1;IDN.19.7_1;ID.MA.MB;Maluku;Maluku Tenggara Barat;NA;NA;Kabupaten;NA;MultiPolygon
8106;Indonesia;Regency;IDN;IDN.19_1;IDN.19.9_1;ID.MA.SB;Maluku;Seram Bagian Barat;NA;NA;Kabupaten;NA;MultiPolygon
8107;Indonesia;Regency;IDN;IDN.19_1;IDN.19.10_1;ID.MA.ST;Maluku;Seram Bagian Timur;NA;NA;Kabupaten;NA;MultiPolygon
8172;Indonesia;City;IDN;IDN.19_1;IDN.19.11_1;ID.MA.TU;Maluku;Tual;NA;NA;Kota;NA;MultiPolygon
8201;Indonesia;Regency;IDN;IDN.18_1;IDN.18.1_1;ID.MU.HB;Maluku Utara;Halmahera Barat;NA;NA;Kabupaten;NA;MultiPolygon
8204;Indonesia;Regency;IDN;IDN.18_1;IDN.18.2_1;ID.MU.HS;Maluku Utara;Halmahera Selatan;NA;NA;Kabupaten;NA;MultiPolygon
8202;Indonesia;Regency;IDN;IDN.18_1;IDN.18.3_1;ID.MU.HT;Maluku Utara;Halmahera Tengah;NA;NA;Kabupaten;NA;MultiPolygon
8206;Indonesia;Regency;IDN;IDN.18_1;IDN.18.4_1;ID.MU.HI;Maluku Utara;Halmahera Timur;NA;NA;Kabupaten;NA;MultiPolygon
8205;Indonesia;Regency;IDN;IDN.18_1;IDN.18.5_1;ID.MU.HR;Maluku Utara;Halmahera Utara;NA;NA;Kabupaten;NA;MultiPolygon
8203;Indonesia;Regency;IDN;IDN.18_1;IDN.18.6_1;ID.MU.KS;Maluku Utara;Kepulauan Sula;NA;NA;Kabupaten;NA;MultiPolygon
8207;Indonesia;Regency;IDN;IDN.18_1;IDN.18.7_1;ID.MU.PM;Maluku Utara;Pulau Morotai;NA;NA;Kabupaten;NA;MultiPolygon
8271;Indonesia;City;IDN;IDN.18_1;IDN.18.8_1;ID.MU.TE;Maluku Utara;Ternate;NA;NA;Kota;NA;MultiPolygon
8272;Indonesia;City;IDN;IDN.18_1;IDN.18.9_1;ID.MU.TK;Maluku Utara;Tidore Kepulauan;NA;NA;Kota;NA;MultiPolygon
5206;Indonesia;Regency;IDN;IDN.20_1;IDN.20.1_1;ID.NB.BI;Nusa Tenggara Barat;Bima;NA;NA;Kabupaten;NA;MultiPolygon
5205;Indonesia;Regency;IDN;IDN.20_1;IDN.20.2_1;ID.NB.DO;Nusa Tenggara Barat;Dompu;NA;NA;Kabupaten;NA;MultiPolygon
5272;Indonesia;City;IDN;IDN.20_1;IDN.20.3_1;ID.NB.BM;Nusa Tenggara Barat;Kota Bima;NA;NA;Kota;NA;Polygon
5201;Indonesia;Regency;IDN;IDN.20_1;IDN.20.4_1;ID.NB.LR;Nusa Tenggara Barat;Lombok Barat;NA;NA;Kabupaten;NA;MultiPolygon
5202;Indonesia;Regency;IDN;IDN.20_1;IDN.20.5_1;ID.NB.LT;Nusa Tenggara Barat;Lombok Tengah;NA;NA;Kabupaten;NA;MultiPolygon
5203;Indonesia;Regency;IDN;IDN.20_1;IDN.20.6_1;ID.NB.LI;Nusa Tenggara Barat;Lombok Timur;NA;NA;Kabupaten;NA;MultiPolygon
5208;Indonesia;Regency;IDN;IDN.20_1;IDN.20.7_1;ID.NB.LU;Nusa Tenggara Barat;Lombok Utara;NA;NA;Kabupaten;NA;MultiPolygon
5271;Indonesia;City;IDN;IDN.20_1;IDN.20.8_1;ID.NB.MA;Nusa Tenggara Barat;Mataram;NA;NA;Kota;NA;Polygon
5204;Indonesia;Regency;IDN;IDN.20_1;IDN.20.10_1;ID.NB.SU;Nusa Tenggara Barat;Sumbawa;NA;NA;Kabupaten;NA;MultiPolygon
5207;Indonesia;Regency;IDN;IDN.20_1;IDN.20.9_1;ID.NB.SB;Nusa Tenggara Barat;Sumbawa Barat;NA;NA;Kabupaten;NA;MultiPolygon
5307;Indonesia;Regency;IDN;IDN.21_1;IDN.21.1_1;ID.NT.AL;Nusa Tenggara Timur;Alor;NA;NA;Kabupaten;NA;MultiPolygon
5306;Indonesia;Regency;IDN;IDN.21_1;IDN.21.2_1;ID.NT.BE;Nusa Tenggara Timur;Belu;NA;NA;Kabupaten;NA;MultiPolygon
5311;Indonesia;Regency;IDN;IDN.21_1;IDN.21.3_1;ID.NT.EN;Nusa Tenggara Timur;Ende;NA;NA;Kabupaten;NA;MultiPolygon
5309;Indonesia;Regency;IDN;IDN.21_1;IDN.21.4_1;ID.NT.FT;Nusa Tenggara Timur;Flores Timur;NA;NA;Kabupaten;NA;MultiPolygon
5371;Indonesia;City;IDN;IDN.21_1;IDN.21.5_1;ID.NT.KM;Nusa Tenggara Timur;Kota Kupang;NA;NA;Kota;NA;Polygon
5303;Indonesia;Regency;IDN;IDN.21_1;IDN.21.6_1;ID.NT.KP;Nusa Tenggara Timur;Kupang;NA;NA;Kabupaten;NA;MultiPolygon
5308;Indonesia;Regency;IDN;IDN.21_1;IDN.21.7_1;ID.NT.LE;Nusa Tenggara Timur;Lembata;NA;NA;Kabupaten;NA;Polygon
5313;Indonesia;Regency;IDN;IDN.21_1;IDN.21.10_1;ID.NT.MG;Nusa Tenggara Timur;Manggarai;NA;NA;Kabupaten;NA;MultiPolygon
5315;Indonesia;Regency;IDN;IDN.21_1;IDN.21.8_1;ID.NT.MB;Nusa Tenggara Timur;Manggarai Barat;NA;NA;Kabupaten;NA;MultiPolygon
5319;Indonesia;Regency;IDN;IDN.21_1;IDN.21.9_1;ID.NT.MT;Nusa Tenggara Timur;Manggarai Timur;NA;NA;Kabupaten;NA;Polygon
5318;Indonesia;Regency;IDN;IDN.21_1;IDN.21.11_1;ID.NT.NK;Nusa Tenggara Timur;Nagekeo;NA;NA;Kabupaten;NA;Polygon
5312;Indonesia;Regency;IDN;IDN.21_1;IDN.21.12_1;ID.NT.ND;Nusa Tenggara Timur;Ngada;NA;NA;Kabupaten;NA;MultiPolygon
5314;Indonesia;Regency;IDN;IDN.21_1;IDN.21.13_1;ID.NT.RN;Nusa Tenggara Timur;Rote Ndao;NA;NA;Kabupaten;NA;MultiPolygon
5320;Indonesia;Regency;IDN;IDN.21_1;IDN.21.14_1;ID.NT.SJ;Nusa Tenggara Timur;Sabu Raijua;NA;NA;Kabupaten;NA;MultiPolygon
5310;Indonesia;Regency;IDN;IDN.21_1;IDN.21.15_1;ID.NT.SI;Nusa Tenggara Timur;Sikka;NA;NA;Kabupaten;NA;MultiPolygon
5301;Indonesia;Regency;IDN;IDN.21_1;IDN.21.17_1;ID.NT.SR;Nusa Tenggara Timur;Sumba Barat;NA;NA;Kabupaten;NA;Polygon
5317;Indonesia;Regency;IDN;IDN.21_1;IDN.21.16_1;ID.NT.SD;Nusa Tenggara Timur;Sumba Barat Daya;NA;NA;Kabupaten;NA;Polygon
5316;Indonesia;Regency;IDN;IDN.21_1;IDN.21.18_1;ID.NT.SG;Nusa Tenggara Timur;Sumba Tengah;NA;NA;Kabupaten;NA;Polygon
5302;Indonesia;Regency;IDN;IDN.21_1;IDN.21.19_1;ID.NT.ST;Nusa Tenggara Timur;Sumba Timur;NA;NA;Kabupaten;NA;MultiPolygon
5304;Indonesia;Regency;IDN;IDN.21_1;IDN.21.20_1;ID.NT.TS;Nusa Tenggara Timur;Timor Tengah Selatan;NA;NA;Kabupaten;NA;Polygon
5305;Indonesia;Regency;IDN;IDN.21_1;IDN.21.21_1;ID.NT.TU;Nusa Tenggara Timur;Timor Tengah Utara;NA;NA;Kabupaten;NA;Polygon
9415;Indonesia;Regency;IDN;IDN.23_1;IDN.23.1_1;ID.PA.AS;Papua;Asmat;NA;NA;Kabupaten;NA;MultiPolygon
9409;Indonesia;Regency;IDN;IDN.23_1;IDN.23.2_1;ID.PA.BN;Papua;Biak Numfor;NA;NA;Kabupaten;NA;MultiPolygon
9413;Indonesia;Regency;IDN;IDN.23_1;IDN.23.3_1;ID.PA.BD;Papua;Boven Digoel;NA;NA;Kabupaten;NA;Polygon
9436;Indonesia;Regency;IDN;IDN.23_1;IDN.23.4_1;ID.PA.DE;Papua;Deiyai;NA;NA;Kabupaten;NA;Polygon
9434;Indonesia;Regency;IDN;IDN.23_1;IDN.23.5_1;ID.PA.DG;Papua;Dogiyai;NA;NA;Kabupaten;NA;Polygon
9435;Indonesia;Regency;IDN;IDN.23_1;IDN.23.6_1;ID.PA.IJ;Papua;Intan Jaya;NA;NA;Kabupaten;NA;Polygon
9403;Indonesia;Regency;IDN;IDN.23_1;IDN.23.7_1;ID.PA.JR;Papua;Jayapura;NA;NA;Kabupaten;NA;MultiPolygon
9402;Indonesia;Regency;IDN;IDN.23_1;IDN.23.8_1;ID.PA.JW;Papua;Jayawijaya;NA;NA;Kabupaten;NA;Polygon
9420;Indonesia;Regency;IDN;IDN.23_1;IDN.23.9_1;ID.PA.KE;Papua;Keerom;NA;NA;Kabupaten;NA;Polygon
9408;Indonesia;Regency;IDN;IDN.23_1;IDN.23.10_1;ID.PA.YW;Papua;Kepulauan Yapen;NA;NA;Kabupaten;NA;MultiPolygon
9471;Indonesia;City;IDN;IDN.23_1;IDN.23.11_1;ID.PA.JM;Papua;Kota Jayapura;NA;NA;Kota;NA;MultiPolygon
9430;Indonesia;Regency;IDN;IDN.23_1;IDN.23.12_1;ID.PA.LJ;Papua;Lanny Jaya;NA;NA;Kabupaten;NA;Polygon
9428;Indonesia;Regency;IDN;IDN.23_1;IDN.23.13_1;ID.PA.MR;Papua;Mamberamo Raya;NA;NA;Kabupaten;NA;MultiPolygon
9431;Indonesia;Regency;IDN;IDN.23_1;IDN.23.14_1;ID.PA.MT;Papua;Mamberamo Tengah;NA;NA;Kabupaten;NA;Polygon
9414;Indonesia;Regency;IDN;IDN.23_1;IDN.23.15_1;ID.PA.MP;Papua;Mappi;NA;NA;Kabupaten;NA;MultiPolygon
9401;Indonesia;Regency;IDN;IDN.23_1;IDN.23.16_1;ID.PA.ME;Papua;Merauke;NA;NA;Kabupaten;NA;MultiPolygon
9412;Indonesia;Regency;IDN;IDN.23_1;IDN.23.17_1;ID.PA.MI;Papua;Mimika;NA;NA;Kabupaten;NA;MultiPolygon
9404;Indonesia;Regency;IDN;IDN.23_1;IDN.23.18_1;ID.PA.NB;Papua;Nabire;NA;NA;Kabupaten;NA;MultiPolygon
9429;Indonesia;Regency;IDN;IDN.23_1;IDN.23.19_1;ID.PA.ND;Papua;Nduga;NA;NA;Kabupaten;NA;Polygon
9410;Indonesia;Regency;IDN;IDN.23_1;IDN.23.20_1;ID.PA.PN;Papua;Paniai;NA;NA;Kabupaten;NA;Polygon
9417;Indonesia;Regency;IDN;IDN.23_1;IDN.23.21_1;ID.PA.PB;Papua;Pegunungan Bintang;NA;NA;Kabupaten;NA;Polygon
9433;Indonesia;Regency;IDN;IDN.23_1;IDN.23.23_1;ID.PA.PU;Papua;Puncak;NA;NA;Kabupaten;NA;Polygon
9411;Indonesia;Regency;IDN;IDN.23_1;IDN.23.22_1;ID.PA.PC;Papua;Puncak Jaya;NA;NA;Kabupaten;NA;Polygon
9419;Indonesia;Regency;IDN;IDN.23_1;IDN.23.24_1;ID.PA.SR;Papua;Sarmi;NA;NA;Kabupaten;NA;MultiPolygon
9427;Indonesia;Regency;IDN;IDN.23_1;IDN.23.25_1;ID.PA.SU;Papua;Supiori;NA;NA;Kabupaten;NA;MultiPolygon
9418;Indonesia;Regency;IDN;IDN.23_1;IDN.23.26_1;ID.PA.TO;Papua;Tolikara;NA;NA;Kabupaten;NA;Polygon
9426;Indonesia;Regency;IDN;IDN.23_1;IDN.23.27_1;ID.PA.WR;Papua;Waropen;NA;NA;Kabupaten;NA;MultiPolygon
9416;Indonesia;Regency;IDN;IDN.23_1;IDN.23.28_1;ID.PA.YA;Papua;Yahukimo;NA;NA;Kabupaten;NA;Polygon
9432;Indonesia;Regency;IDN;IDN.23_1;IDN.23.29_1;ID.PA.YL;Papua;Yalimo;NA;NA;Kabupaten;NA;Polygon
9101;Indonesia;Regency;IDN;IDN.22_1;IDN.22.1_1;ID.IB.FA;Papua Barat;Fakfak;NA;NA;Kabupaten;NA;MultiPolygon
9102;Indonesia;Regency;IDN;IDN.22_1;IDN.22.2_1;ID.IB.KA;Papua Barat;Kaimana;NA;NA;Kabupaten;NA;MultiPolygon
9171;Indonesia;City;IDN;IDN.22_1;IDN.22.3_1;ID.IB.SG;Papua Barat;Kota Sorong;NA;NA;Kota;NA;MultiPolygon
9105;Indonesia;Regency;IDN;IDN.22_1;IDN.22.4_1;ID.IB.MA;Papua Barat;Manokwari;NA;NA;Kabupaten;NA;MultiPolygon
9110;Indonesia;Regency;IDN;IDN.22_1;IDN.22.5_1;ID.IB.MB;Papua Barat;Maybrat;NA;NA;Kabupaten;NA;Polygon
