,Judul,View,Download,Tanggal Upload,Tanggal Putus,Status,Jenis
2292,Putusan MAHKAMAH AGUNG Nomor 4843 K/Pid.Sus/2021,4,3,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2293,Putusan MAHKAMAH AGUNG Nomor 5402 B/PK/PJK/2022,7,3,2023-03-30,29-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2294,Upload :,4,2,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2295,Upload :,13,10,2023-03-30,06-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2296,Upload :,21,9,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
2297,Upload :,18,1,2023-03-30,14-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2298,Putus :,9,13,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2299,Register :,15,9,2023-03-30,28-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2300,Putusan MAHKAMAH AGUNG Nomor 5401 B/PK/PJK/2022,5,2,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2301,Upload :,4,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2302,Upload :,17,4,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2303,Upload :,5,4,2023-03-30,06-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2304,Upload :,16,2,2023-03-30,18-01-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
2305,Upload :,7,1,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
2306,Putus :,13,2,2023-03-30,06-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2307,Putus :,12,3,2023-03-30,21-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
2308,Putus :,22,5,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
2309,Register :,9,3,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2310,Putusan MAHKAMAH AGUNG Nomor 6322 B/PK/PJK/2022,6,4,2023-03-30,05-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2311,Upload :,8,4,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2312,Putus :,6,3,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2313,Putus :,14,9,2023-03-30,07-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
2314,Putus :,6,2,2023-03-30,15-12-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2315,Putus :,20,8,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
2316,Putus :,5,3,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2317,Register :,11,8,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2318,Putusan MAHKAMAH AGUNG Nomor 5041 B/PK/PJK/2022,27,9,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Farmasi,Berkekuatan Hukum Tetap
2319,Upload :,6,2,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2320,Upload :,7,5,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2321,Putus :,7,5,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2322,Putus :,5,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2323,Putus :,20,8,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
2324,Putus :,12,16,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2325,Putus :,27,12,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2326,Putus :,7,7,2023-03-30,13-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2327,Register :,11,4,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2328,Putusan MAHKAMAH AGUNG Nomor 5036 B/PK/PJK/2022,10,5,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2329,Putusan MAHKAMAH AGUNG Nomor 5608 B/PK/PJK/2022,15,6,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
2330,Putusan MAHKAMAH AGUNG Nomor 1273 PK/Pdt/2022,2,1,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2331,Putusan MAHKAMAH AGUNG Nomor 7031 K/Pid.Sus/2022,28,11,2023-03-30,05-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Waris Islam,Berkekuatan Hukum Tetap
2332,Putusan MAHKAMAH AGUNG Nomor 938 K/Ag/2022,26,8,2023-03-30,16-12-2020,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2333,Putusan MAHKAMAH AGUNG Nomor 5391 B/PK/PJK/2022,12,1,2023-03-30,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2334,Putusan MAHKAMAH AGUNG Nomor 464 K/Pid.Sus/2023,10,3,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2335,Upload :,11,3,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2336,Putus :,30,11,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Penghasilan BadanPPhBd,Berkekuatan Hukum Tetap
2337,Putus :,7,3,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2338,Putus :,17,4,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2339,Putus :,2,1,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2340,Putusan MAHKAMAH AGUNG Nomor 30 K/Ag/2022,29,16,2023-03-30,07-03-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Waris Islam,Berkekuatan Hukum Tetap
2341,Putusan MAHKAMAH AGUNG Nomor 1274 PK/Pdt/2022,17,4,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2342,Putusan MAHKAMAH AGUNG Nomor 7175 K/Pid.Sus/2022,72,81,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
2343,Putusan MAHKAMAH AGUNG Nomor 5396 B/PK/PJK/2022,8,5,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2344,Putusan MAHKAMAH AGUNG Nomor 5617 B/PK/PJK/2022,8,5,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2345,Putusan MAHKAMAH AGUNG Nomor 4810  K/Pid.Sus/2022,4,3,2023-03-30,29-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2346,Putusan MAHKAMAH AGUNG Nomor 5996 B/PK/PJK/2022,8,5,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2347,Upload :,19,0,2023-03-30,11-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2348,Upload :,3,1,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2349,Upload :,7,5,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2350,Putus :,9,5,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2351,Register :,14,7,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2352,Putusan MAHKAMAH AGUNG Nomor 5039 B/PK/PJK/2022,39,15,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Gugatan Atas Keputusan,Berkekuatan Hukum Tetap
2353,Putusan MAHKAMAH AGUNG Nomor 5532 B/PK/PJK/2022,18,12,2023-03-30,28-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama,Berkekuatan Hukum Tetap
2354,Putusan MAHKAMAH AGUNG Nomor 136 PK/AG/2022,15,6,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2355,Putusan MAHKAMAH AGUNG Nomor 5995 B/PK/PJK/2022,14,7,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2356,Putusan MAHKAMAH AGUNG Nomor 6065 B/PK/PJK/2022,9,7,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2357,Putusan MAHKAMAH AGUNG Nomor 5616 B/PK/PJK/2022,14,3,2023-03-30,20-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2358,Putusan MAHKAMAH AGUNG Nomor 975 PK/Pdt/2022,3,1,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2359,Putusan MAHKAMAH AGUNG Nomor 6904 K/Pid.Sus/2022,9,9,2023-03-30,01-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2360,Putusan MAHKAMAH AGUNG Nomor 5005 K/Pid.Sus/2022,11,13,2023-03-30,27-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
2361,Putusan MAHKAMAH AGUNG Nomor 7080 K/Pid.Sus/2022,4,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2362,Putusan MAHKAMAH AGUNG Nomor 5992 B/PK/PJK/2022,9,2,2023-03-30,27-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2363,Upload :,7,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2364,Putus :,11,6,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2365,Putus :,8,4,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2366,Putus :,16,1,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2367,Putus :,10,4,2023-03-30,20-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2368,Register :,21,0,2023-03-30,14-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2369,Putusan MAHKAMAH AGUNG Nomor 486 K/Pid.Sus/2023,19,12,2023-03-30,05-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Waris Islam,Berkekuatan Hukum Tetap
2370,Putusan MAHKAMAH AGUNG Nomor 765 K/Ag/2022,2,1,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2371,Putusan MAHKAMAH AGUNG Nomor 7082 K/Pid.Sus/2022,7,5,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2372,Putusan MAHKAMAH AGUNG Nomor 5386 B/PK/PJK/2022,16,1,2023-03-30,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2373,Putusan MAHKAMAH AGUNG Nomor 317 K/Pid.Sus/2023,6,3,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2374,Putusan MAHKAMAH AGUNG Nomor 5991 B/PK/PJK/2022,6,2,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2375,Putusan MAHKAMAH AGUNG Nomor 5607 B/PK/PJK/2022,6,2,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2376,Putusan MAHKAMAH AGUNG Nomor 6063 B/PK/PJK/2022,7,4,2023-03-30,09-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2377,Upload :,98,62,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2378,Upload :,7,2,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2379,Putus :,62,65,2023-03-30,15-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
2380,Putusan MAHKAMAH AGUNG Nomor 3999 K/Pdt/2022,15,1,2023-03-30,08-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2381,Putusan MAHKAMAH AGUNG Nomor 7396 K/Pid.Sus/2022,9,11,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2382,Upload :,10,12,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2383,Upload :,22,11,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
2384,Upload :,14,15,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2385,Upload :,7,3,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2386,Upload :,6,2,2023-03-30,06-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2387,Upload :,21,0,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2388,Upload :,22,11,2023-03-30,21-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Waris Islam,Berkekuatan Hukum Tetap
2389,Upload :,3,1,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2390,Putus :,11,6,2023-03-30,09-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2391,Register :,6,2,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2392,Putusan MAHKAMAH AGUNG Nomor 6313 B/PK/PJK/2022,4,3,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2393,Upload :,7,7,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2394,Upload :,6,2,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2395,Upload :,6,2,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2396,Upload :,39,0,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
2397,Upload :,5,2,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2398,Upload :,30,10,2023-03-30,30-03-2023,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2399,Upload :,41,9,2023-03-30,27-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Waris,Berkekuatan Hukum Tetap
2400,Putusan MAHKAMAH AGUNG Nomor 935 K/Ag/2022,33,10,2023-03-30,05-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Waris Islam,Berkekuatan Hukum Tetap
2401,Putusan MAHKAMAH AGUNG Nomor 6064 B/PK/PJK/2022,16,4,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2402,Upload :,11,2,2023-03-30,09-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2403,Upload :,9,6,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2404,Upload :,12,1,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
2405,Upload :,4,3,2023-03-30,08-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2406,Putus :,6,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2407,Putus :,11,13,2023-03-30,27-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
2408,Putus :,4,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2409,Register :,7,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2410,Putusan MAHKAMAH AGUNG Nomor 5033 B/PK/PJK/2022,9,2,2023-03-30,27-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2411,Putusan MAHKAMAH AGUNG Nomor 5992 B/PK/PJK/2022,11,6,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2412,Upload :,8,4,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2413,Upload :,16,1,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2414,Upload :,10,4,2023-03-30,20-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2415,Upload :,21,0,2023-03-30,14-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2416,Putus :,19,12,2023-03-30,05-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Waris Islam,Berkekuatan Hukum Tetap
2417,Putus :,2,1,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2418,Putus :,8,5,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2419,Putus :,16,1,2023-03-30,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2420,Putusan MAHKAMAH AGUNG Nomor 5254 B/PK/PJK/2022,14,11,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2421,Putusan MAHKAMAH AGUNG Nomor 5527 B/PK/PJK/2022,25,9,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
2422,Putusan MAHKAMAH AGUNG Nomor 5379 B/PK/PJK/2022,8,3,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2423,Upload :,17,0,2023-03-30,14-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2424,Upload :,22,4,2023-03-30,27-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
2425,Upload :,10,4,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2426,Upload :,6,1,2023-03-30,26-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2427,Putus :,7,3,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2428,Putus :,22,13,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
2429,Register :,10,6,2023-03-30,27-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2430,Putusan MAHKAMAH AGUNG Nomor 5141 K/Pid.Sus/2022,217,70,2023-03-30,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2431,Upload :,11,4,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2432,Upload :,9,4,2023-03-30,29-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2433,Upload :,10,2,2023-03-30,06-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
2434,Upload :,16,6,2023-03-30,05-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Waris Islam,Berkekuatan Hukum Tetap
2435,Upload :,4,3,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2436,Upload :,69,36,2023-03-30,23-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
2437,Upload :,4,3,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2438,Upload :,14,3,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2439,Upload :,8,4,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2440,Putusan MAHKAMAH AGUNG Nomor 5383 B/PK/PJK/2022,7,7,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2441,Putusan MAHKAMAH AGUNG Nomor 5989 B/PK/PJK/2022,6,2,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2442,Putusan MAHKAMAH AGUNG Nomor 5257 B/PK/PJK/2022,6,2,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2443,Putusan MAHKAMAH AGUNG Nomor 5528 B/PK/PJK/2022,39,0,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
2444,Putusan MAHKAMAH AGUNG Nomor 6062 B/PK/PJK/2022,5,2,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2445,Putusan MAHKAMAH AGUNG Nomor 1226 PK/Pdt/2022,30,10,2023-03-30,30-03-2023,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
2446,Putusan MAHKAMAH AGUNG Nomor 3725 K/Pdt/2022,41,9,2023-03-30,27-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Waris,Berkekuatan Hukum Tetap
2447,Putusan MAHKAMAH AGUNG Nomor 7546 K/Pid.Sus/2022,5,2,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
2448,Putusan MAHKAMAH AGUNG Nomor 5382 B/PK/PJK/2022,6,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
2449,Putusan MAHKAMAH AGUNG Nomor 5606 B/PK/PJK/2022,6,6,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
