id,kode_provinsi,nama_provinsi,kesatuan_pengelolaan_hutan,jenis_kayu,produksi_kayu_bulat,satuan,tahun
343,32,JAWA BARAT,BANDUNG SELATAN,PINUS,105.57,M3,2018
344,32,JAWA BARAT,BANDUNG SELATAN,MAHONI,11.03,M3,2018
345,32,JAWA BARAT,BANDUNG SELATAN,SENGON,0.0,M3,2018
346,32,JAWA BARAT,BANDUNG SELATAN,AGATHIS,0.0,M3,2018
347,32,JAWA BARAT,BANDUNG SELATAN,SONOKELING,0.0,M3,2018
348,32,JAWA BARAT,BANDUNG SELATAN,RASAMALA,0.0,M3,2018
349,32,JAWA BARAT,BANDUNG SELATAN,PUSPA,0.0,M3,2018
350,32,JAWA BARAT,BANDUNG SELATAN,MAESOPSIS,13.26,M3,2018
351,32,JAWA BARAT,BANDUNG SELATAN,ACACIA MANGIUM,0.0,M3,2018
352,32,JAWA BARAT,BANDUNG SELATAN,RIMBA CAMPURAN,0.0,M3,2018
353,32,JAWA BARAT,GARUT,JATI,0.0,M3,2018
354,32,JAWA BARAT,GARUT,PINUS,0.0,M3,2018
355,32,JAWA BARAT,GARUT,MAHONI,0.0,M3,2018
356,32,JAWA BARAT,GARUT,SENGON,0.0,M3,2018
357,32,JAWA BARAT,GARUT,AGATHIS,0.0,M3,2018
358,32,JAWA BARAT,GARUT,SONOKELING,0.0,M3,2018
359,32,JAWA BARAT,GARUT,RASAMALA,0.0,M3,2018
360,32,JAWA BARAT,GARUT,PUSPA,0.0,M3,2018
361,32,JAWA BARAT,GARUT,MAESOPSIS,0.0,M3,2018
362,32,JAWA BARAT,GARUT,ACACIA MANGIUM,0.0,M3,2018
363,32,JAWA BARAT,GARUT,RIMBA CAMPURAN,0.0,M3,2018
364,32,JAWA BARAT,TASIKMALAYA,JATI,4565.21,M3,2018
365,32,JAWA BARAT,TASIKMALAYA,PINUS,24.86,M3,2018
366,32,JAWA BARAT,TASIKMALAYA,MAHONI,545.96,M3,2018
367,32,JAWA BARAT,TASIKMALAYA,SENGON,44.22,M3,2018
368,32,JAWA BARAT,TASIKMALAYA,AGATHIS,0.0,M3,2018
369,32,JAWA BARAT,TASIKMALAYA,SONOKELING,0.0,M3,2018
370,32,JAWA BARAT,TASIKMALAYA,RASAMALA,0.0,M3,2018
371,32,JAWA BARAT,TASIKMALAYA,PUSPA,0.0,M3,2018
372,32,JAWA BARAT,TASIKMALAYA,MAESOPSIS,0.0,M3,2018
373,32,JAWA BARAT,TASIKMALAYA,ACACIA MANGIUM,570.56,M3,2018
374,32,JAWA BARAT,TASIKMALAYA,RIMBA CAMPURAN,1.96,M3,2018
375,32,JAWA BARAT,CIAMIS,JATI,16863.13,M3,2018
376,32,JAWA BARAT,CIAMIS,PINUS,92.41,M3,2018
377,32,JAWA BARAT,CIAMIS,MAHONI,3329.98,M3,2018
378,32,JAWA BARAT,CIAMIS,SENGON,0.0,M3,2018
379,32,JAWA BARAT,CIAMIS,AGATHIS,8.3,M3,2018
380,32,JAWA BARAT,CIAMIS,SONOKELING,0.0,M3,2018
381,32,JAWA BARAT,CIAMIS,RASAMALA,0.0,M3,2018
382,32,JAWA BARAT,CIAMIS,PUSPA,0.0,M3,2018
383,32,JAWA BARAT,CIAMIS,MAESOPSIS,0.0,M3,2018
384,32,JAWA BARAT,CIAMIS,ACACIA MANGIUM,51.35,M3,2018
385,32,JAWA BARAT,CIAMIS,RIMBA CAMPURAN,6.03,M3,2018
386,32,JAWA BARAT,SUMEDANG,JATI,476.92,M3,2018
387,32,JAWA BARAT,SUMEDANG,PINUS,1884.33,M3,2018
388,32,JAWA BARAT,SUMEDANG,MAHONI,0.0,M3,2018
389,32,JAWA BARAT,SUMEDANG,SENGON,36.59,M3,2018
390,32,JAWA BARAT,SUMEDANG,AGATHIS,0.0,M3,2018
391,32,JAWA BARAT,SUMEDANG,SONOKELING,0.0,M3,2018
392,32,JAWA BARAT,SUMEDANG,RASAMALA,0.0,M3,2018
393,32,JAWA BARAT,SUMEDANG,PUSPA,6.17,M3,2018
394,32,JAWA BARAT,SUMEDANG,MAESOPSIS,71.51,M3,2018
395,32,JAWA BARAT,SUMEDANG,ACACIA MANGIUM,0.0,M3,2018
396,32,JAWA BARAT,SUMEDANG,RIMBA CAMPURAN,1174.35,M3,2018
397,32,JAWA BARAT,MAJALENGKA,JATI,0.0,M3,2018
398,32,JAWA BARAT,MAJALENGKA,PINUS,1340.24,M3,2018
399,32,JAWA BARAT,MAJALENGKA,MAHONI,3492.32,M3,2018
400,32,JAWA BARAT,MAJALENGKA,SENGON,0.0,M3,2018
401,32,JAWA BARAT,MAJALENGKA,AGATHIS,0.0,M3,2018
402,32,JAWA BARAT,MAJALENGKA,SONOKELING,51.52,M3,2018
403,32,JAWA BARAT,MAJALENGKA,RASAMALA,0.0,M3,2018
404,32,JAWA BARAT,MAJALENGKA,PUSPA,0.0,M3,2018
405,32,JAWA BARAT,MAJALENGKA,MAESOPSIS,0.0,M3,2018
406,32,JAWA BARAT,MAJALENGKA,ACACIA MANGIUM,31.03,M3,2018
407,32,JAWA BARAT,MAJALENGKA,RIMBA CAMPURAN,42.95,M3,2018
408,32,JAWA BARAT,INDRAMAYU,JATI,1667.46,M3,2018
409,32,JAWA BARAT,INDRAMAYU,PINUS,0.0,M3,2018
410,32,JAWA BARAT,INDRAMAYU,MAHONI,3.78,M3,2018
411,32,JAWA BARAT,INDRAMAYU,SENGON,0.0,M3,2018
412,32,JAWA BARAT,INDRAMAYU,AGATHIS,0.0,M3,2018
413,32,JAWA BARAT,INDRAMAYU,SONOKELING,0.0,M3,2018
414,32,JAWA BARAT,INDRAMAYU,RASAMALA,0.0,M3,2018
415,32,JAWA BARAT,INDRAMAYU,PUSPA,0.0,M3,2018
416,32,JAWA BARAT,INDRAMAYU,MAESOPSIS,0.0,M3,2018
417,32,JAWA BARAT,INDRAMAYU,ACACIA MANGIUM,0.0,M3,2018
418,32,JAWA BARAT,INDRAMAYU,RIMBA CAMPURAN,42.79,M3,2018
419,32,JAWA BARAT,KUNINGAN,JATI,4600.56,M3,2018
420,32,JAWA BARAT,KUNINGAN,PINUS,27.82,M3,2018
421,32,JAWA BARAT,KUNINGAN,MAHONI,109.9,M3,2018
422,32,JAWA BARAT,KUNINGAN,SENGON,22.93,M3,2018
423,32,JAWA BARAT,KUNINGAN,AGATHIS,0.0,M3,2018
424,32,JAWA BARAT,KUNINGAN,SONOKELING,0.0,M3,2018
425,32,JAWA BARAT,KUNINGAN,RASAMALA,0.0,M3,2018
426,32,JAWA BARAT,KUNINGAN,PUSPA,0.0,M3,2018
427,32,JAWA BARAT,KUNINGAN,MAESOPSIS,0.0,M3,2018
428,32,JAWA BARAT,KUNINGAN,ACACIA MANGIUM,6.59,M3,2018
429,32,JAWA BARAT,KUNINGAN,RIMBA CAMPURAN,20.98,M3,2018
430,32,JAWA BARAT,BOGOR,JATI,0.0,M3,2019
431,32,JAWA BARAT,BOGOR,PINUS,0.0,M3,2019
432,32,JAWA BARAT,BOGOR,MAHONI,0.0,M3,2019
433,32,JAWA BARAT,BOGOR,SENGON,0.0,M3,2019
434,32,JAWA BARAT,BOGOR,AGATHIS,0.0,M3,2019
435,32,JAWA BARAT,BOGOR,SONOKELING,0.0,M3,2019
436,32,JAWA BARAT,BOGOR,RASAMALA,17.38,M3,2019
437,32,JAWA BARAT,BOGOR,PUSPA,0.0,M3,2019
438,32,JAWA BARAT,BOGOR,MAESOPSIS,0.0,M3,2019
439,32,JAWA BARAT,BOGOR,ACACIA MANGIUM,9325.92,M3,2019
440,32,JAWA BARAT,BOGOR,RIMBA CAMPURAN,0.0,M3,2019
441,32,JAWA BARAT,SUKABUMI,JATI,840.22,M3,2019
442,32,JAWA BARAT,SUKABUMI,PINUS,13003.58,M3,2019
443,32,JAWA BARAT,SUKABUMI,MAHONI,2096.24,M3,2019
444,32,JAWA BARAT,SUKABUMI,SENGON,0.0,M3,2019
445,32,JAWA BARAT,SUKABUMI,AGATHIS,0.0,M3,2019
446,32,JAWA BARAT,SUKABUMI,SONOKELING,0.0,M3,2019
447,32,JAWA BARAT,SUKABUMI,RASAMALA,72.87,M3,2019
448,32,JAWA BARAT,SUKABUMI,PUSPA,0.0,M3,2019
449,32,JAWA BARAT,SUKABUMI,MAESOPSIS,0.0,M3,2019
450,32,JAWA BARAT,SUKABUMI,ACACIA MANGIUM,626.88,M3,2019
451,32,JAWA BARAT,SUKABUMI,RIMBA CAMPURAN,136.13,M3,2019
452,32,JAWA BARAT,CIANJUR,JATI,10897.62,M3,2019
453,32,JAWA BARAT,CIANJUR,PINUS,2772.94,M3,2019
454,32,JAWA BARAT,CIANJUR,MAHONI,6326.7,M3,2019
455,32,JAWA BARAT,CIANJUR,SENGON,0.0,M3,2019
456,32,JAWA BARAT,CIANJUR,AGATHIS,0.0,M3,2019
457,32,JAWA BARAT,CIANJUR,SONOKELING,0.0,M3,2019
458,32,JAWA BARAT,CIANJUR,RASAMALA,1874.24,M3,2019
459,32,JAWA BARAT,CIANJUR,PUSPA,263.43,M3,2019
460,32,JAWA BARAT,CIANJUR,MAESOPSIS,0.0,M3,2019
461,32,JAWA BARAT,CIANJUR,ACACIA MANGIUM,83.79,M3,2019
462,32,JAWA BARAT,CIANJUR,RIMBA CAMPURAN,271.51,M3,2019
463,32,JAWA BARAT,PURWAKARTA,JATI,1152.93,M3,2019
464,32,JAWA BARAT,PURWAKARTA,PINUS,112.33,M3,2019
465,32,JAWA BARAT,PURWAKARTA,MAHONI,133.79,M3,2019
466,32,JAWA BARAT,PURWAKARTA,SENGON,42.35,M3,2019
467,32,JAWA BARAT,PURWAKARTA,AGATHIS,0.0,M3,2019
468,32,JAWA BARAT,PURWAKARTA,SONOKELING,0.0,M3,2019
469,32,JAWA BARAT,PURWAKARTA,RASAMALA,0.0,M3,2019
470,32,JAWA BARAT,PURWAKARTA,PUSPA,0.0,M3,2019
471,32,JAWA BARAT,PURWAKARTA,MAESOPSIS,0.62,M3,2019
472,32,JAWA BARAT,PURWAKARTA,ACACIA MANGIUM,404.94,M3,2019
473,32,JAWA BARAT,PURWAKARTA,RIMBA CAMPURAN,566.82,M3,2019
474,32,JAWA BARAT,BANDUNG UTARA,JATI,281995.0,M3,2019
475,32,JAWA BARAT,BANDUNG UTARA,PINUS,958.04,M3,2019
476,32,JAWA BARAT,BANDUNG UTARA,MAHONI,0.0,M3,2019
477,32,JAWA BARAT,BANDUNG UTARA,SENGON,0.0,M3,2019
478,32,JAWA BARAT,BANDUNG UTARA,AGATHIS,0.0,M3,2019
479,32,JAWA BARAT,BANDUNG UTARA,SONOKELING,0.0,M3,2019
480,32,JAWA BARAT,BANDUNG UTARA,RASAMALA,0.0,M3,2019
481,32,JAWA BARAT,BANDUNG UTARA,PUSPA,0.0,M3,2019
482,32,JAWA BARAT,BANDUNG UTARA,MAESOPSIS,0.0,M3,2019
483,32,JAWA BARAT,BANDUNG UTARA,ACACIA MANGIUM,0.0,M3,2019
484,32,JAWA BARAT,BANDUNG UTARA,RIMBA CAMPURAN,0.0,M3,2019
485,32,JAWA BARAT,BANDUNG SELATAN,JATI,0.0,M3,2019
486,32,JAWA BARAT,BANDUNG SELATAN,PINUS,238.57,M3,2019
487,32,JAWA BARAT,BANDUNG SELATAN,MAHONI,0.0,M3,2019
488,32,JAWA BARAT,BANDUNG SELATAN,SENGON,0.0,M3,2019
489,32,JAWA BARAT,BANDUNG SELATAN,AGATHIS,0.0,M3,2019
490,32,JAWA BARAT,BANDUNG SELATAN,SONOKELING,0.0,M3,2019
491,32,JAWA BARAT,BANDUNG SELATAN,RASAMALA,0.0,M3,2019
492,32,JAWA BARAT,BANDUNG SELATAN,PUSPA,0.0,M3,2019
493,32,JAWA BARAT,BANDUNG SELATAN,MAESOPSIS,0.0,M3,2019
494,32,JAWA BARAT,BANDUNG SELATAN,ACACIA MANGIUM,0.0,M3,2019
495,32,JAWA BARAT,BANDUNG SELATAN,RIMBA CAMPURAN,0.0,M3,2019
496,32,JAWA BARAT,GARUT,JATI,0.0,M3,2019
497,32,JAWA BARAT,GARUT,PINUS,0.0,M3,2019
498,32,JAWA BARAT,GARUT,MAHONI,0.0,M3,2019
499,32,JAWA BARAT,GARUT,SENGON,0.0,M3,2019
500,32,JAWA BARAT,GARUT,AGATHIS,0.0,M3,2019
501,32,JAWA BARAT,GARUT,SONOKELING,0.0,M3,2019
502,32,JAWA BARAT,GARUT,RASAMALA,0.0,M3,2019
503,32,JAWA BARAT,GARUT,PUSPA,0.0,M3,2019
504,32,JAWA BARAT,GARUT,MAESOPSIS,0.0,M3,2019
505,32,JAWA BARAT,GARUT,ACACIA MANGIUM,0.0,M3,2019
506,32,JAWA BARAT,GARUT,RIMBA CAMPURAN,0.0,M3,2019
507,32,JAWA BARAT,TASIKMALAYA,JATI,2342.09,M3,2019
508,32,JAWA BARAT,TASIKMALAYA,PINUS,5.68,M3,2019
509,32,JAWA BARAT,TASIKMALAYA,MAHONI,4446.7,M3,2019
510,32,JAWA BARAT,TASIKMALAYA,SENGON,0.0,M3,2019
511,32,JAWA BARAT,TASIKMALAYA,AGATHIS,0.0,M3,2019
512,32,JAWA BARAT,TASIKMALAYA,SONOKELING,0.0,M3,2019
513,32,JAWA BARAT,TASIKMALAYA,RASAMALA,0.0,M3,2019
514,32,JAWA BARAT,TASIKMALAYA,PUSPA,0.0,M3,2019
515,32,JAWA BARAT,TASIKMALAYA,MAESOPSIS,0.0,M3,2019
516,32,JAWA BARAT,TASIKMALAYA,ACACIA MANGIUM,0.0,M3,2019
517,32,JAWA BARAT,TASIKMALAYA,RIMBA CAMPURAN,0.0,M3,2019
518,32,JAWA BARAT,CIAMIS,JATI,23278.43,M3,2019
519,32,JAWA BARAT,CIAMIS,PINUS,39.07,M3,2019
520,32,JAWA BARAT,CIAMIS,MAHONI,5136.03,M3,2019
521,32,JAWA BARAT,CIAMIS,SENGON,0.0,M3,2019
522,32,JAWA BARAT,CIAMIS,AGATHIS,0.0,M3,2019
523,32,JAWA BARAT,CIAMIS,SONOKELING,0.0,M3,2019
524,32,JAWA BARAT,CIAMIS,RASAMALA,0.0,M3,2019
525,32,JAWA BARAT,CIAMIS,PUSPA,0.0,M3,2019
526,32,JAWA BARAT,CIAMIS,MAESOPSIS,0.0,M3,2019
527,32,JAWA BARAT,CIAMIS,ACACIA MANGIUM,0.0,M3,2019
528,32,JAWA BARAT,CIAMIS,RIMBA CAMPURAN,0.0,M3,2019
529,32,JAWA BARAT,SUMEDANG,JATI,433.3,M3,2019
530,32,JAWA BARAT,SUMEDANG,PINUS,841.5,M3,2019
531,32,JAWA BARAT,SUMEDANG,MAHONI,69.66,M3,2019
532,32,JAWA BARAT,SUMEDANG,SENGON,0.0,M3,2019
533,32,JAWA BARAT,SUMEDANG,AGATHIS,0.0,M3,2019
534,32,JAWA BARAT,SUMEDANG,SONOKELING,0.0,M3,2019
535,32,JAWA BARAT,SUMEDANG,RASAMALA,0.0,M3,2019
536,32,JAWA BARAT,SUMEDANG,PUSPA,10.96,M3,2019
537,32,JAWA BARAT,SUMEDANG,MAESOPSIS,0.0,M3,2019
538,32,JAWA BARAT,SUMEDANG,ACACIA MANGIUM,0.0,M3,2019
539,32,JAWA BARAT,SUMEDANG,RIMBA CAMPURAN,3.14,M3,2019
540,32,JAWA BARAT,MAJALENGKA,JATI,30583.0,M3,2019
541,32,JAWA BARAT,MAJALENGKA,PINUS,999.45,M3,2019
542,32,JAWA BARAT,MAJALENGKA,MAHONI,392.05,M3,2019
543,32,JAWA BARAT,MAJALENGKA,SENGON,0.0,M3,2019
544,32,JAWA BARAT,MAJALENGKA,AGATHIS,0.0,M3,2019
545,32,JAWA BARAT,MAJALENGKA,SONOKELING,0.0,M3,2019
546,32,JAWA BARAT,MAJALENGKA,RASAMALA,0.0,M3,2019
547,32,JAWA BARAT,MAJALENGKA,PUSPA,0.0,M3,2019
548,32,JAWA BARAT,MAJALENGKA,MAESOPSIS,0.0,M3,2019
549,32,JAWA BARAT,MAJALENGKA,ACACIA MANGIUM,0.0,M3,2019
550,32,JAWA BARAT,MAJALENGKA,RIMBA CAMPURAN,0.0,M3,2019
551,32,JAWA BARAT,INDRAMAYU,JATI,1677.69,M3,2019
552,32,JAWA BARAT,INDRAMAYU,PINUS,0.0,M3,2019
553,32,JAWA BARAT,INDRAMAYU,MAHONI,12.71,M3,2019
554,32,JAWA BARAT,INDRAMAYU,SENGON,0.0,M3,2019
555,32,JAWA BARAT,INDRAMAYU,AGATHIS,0.0,M3,2019
556,32,JAWA BARAT,INDRAMAYU,SONOKELING,6.15,M3,2019
557,32,JAWA BARAT,INDRAMAYU,RASAMALA,0.0,M3,2019
558,32,JAWA BARAT,INDRAMAYU,PUSPA,0.0,M3,2019
559,32,JAWA BARAT,INDRAMAYU,MAESOPSIS,0.0,M3,2019
560,32,JAWA BARAT,INDRAMAYU,ACACIA MANGIUM,130.61,M3,2019
561,32,JAWA BARAT,INDRAMAYU,RIMBA CAMPURAN,5.16,M3,2019
562,32,JAWA BARAT,KUNINGAN,JATI,4232.07,M3,2019
563,32,JAWA BARAT,KUNINGAN,PINUS,1862.91,M3,2019
564,32,JAWA BARAT,KUNINGAN,MAHONI,402.23,M3,2019
565,32,JAWA BARAT,KUNINGAN,SENGON,35.72,M3,2019
566,32,JAWA BARAT,KUNINGAN,AGATHIS,0.0,M3,2019
567,32,JAWA BARAT,KUNINGAN,SONOKELING,198.42,M3,2019
568,32,JAWA BARAT,KUNINGAN,RASAMALA,0.0,M3,2019
569,32,JAWA BARAT,KUNINGAN,PUSPA,0.0,M3,2019
570,32,JAWA BARAT,KUNINGAN,MAESOPSIS,0.0,M3,2019
571,32,JAWA BARAT,KUNINGAN,ACACIA MANGIUM,0.0,M3,2019
572,32,JAWA BARAT,KUNINGAN,RIMBA CAMPURAN,306.32,M3,2019
573,32,JAWA BARAT,BOGOR,JATI,0.0,M3,2020
574,32,JAWA BARAT,BOGOR,PINUS,0.0,M3,2020
575,32,JAWA BARAT,BOGOR,MAHONI,0.0,M3,2020
576,32,JAWA BARAT,BOGOR,SENGON,0.0,M3,2020
577,32,JAWA BARAT,BOGOR,AGATHIS,0.0,M3,2020
578,32,JAWA BARAT,BOGOR,SONOKELING,0.0,M3,2020
579,32,JAWA BARAT,BOGOR,RASAMALA,0.0,M3,2020
580,32,JAWA BARAT,BOGOR,PUSPA,0.0,M3,2020
581,32,JAWA BARAT,BOGOR,MAESOPSIS,0.0,M3,2020
582,32,JAWA BARAT,BOGOR,ACACIA MANGIUM,14497.64,M3,2020
583,32,JAWA BARAT,BOGOR,RIMBA CAMPURAN,0.0,M3,2020
584,32,JAWA BARAT,SUKABUMI,JATI,447.27,M3,2020
585,32,JAWA BARAT,SUKABUMI,PINUS,7440.92,M3,2020
586,32,JAWA BARAT,SUKABUMI,MAHONI,497.9,M3,2020
587,32,JAWA BARAT,SUKABUMI,SENGON,0.0,M3,2020
588,32,JAWA BARAT,SUKABUMI,AGATHIS,0.0,M3,2020
589,32,JAWA BARAT,SUKABUMI,SONOKELING,0.0,M3,2020
590,32,JAWA BARAT,SUKABUMI,RASAMALA,510.74,M3,2020
591,32,JAWA BARAT,SUKABUMI,PUSPA,0.0,M3,2020
592,32,JAWA BARAT,SUKABUMI,MAESOPSIS,0.0,M3,2020
593,32,JAWA BARAT,SUKABUMI,ACACIA MANGIUM,480.76,M3,2020
594,32,JAWA BARAT,SUKABUMI,RIMBA CAMPURAN,70.62,M3,2020
595,32,JAWA BARAT,CIANJUR,JATI,10890.74,M3,2020
596,32,JAWA BARAT,CIANJUR,PINUS,2740.18,M3,2020
597,32,JAWA BARAT,CIANJUR,MAHONI,2395.36,M3,2020
598,32,JAWA BARAT,CIANJUR,SENGON,0.0,M3,2020
599,32,JAWA BARAT,CIANJUR,AGATHIS,0.0,M3,2020
600,32,JAWA BARAT,CIANJUR,SONOKELING,0.0,M3,2020
601,32,JAWA BARAT,CIANJUR,RASAMALA,1605.64,M3,2020
602,32,JAWA BARAT,CIANJUR,PUSPA,534.68,M3,2020
603,32,JAWA BARAT,CIANJUR,MAESOPSIS,0.0,M3,2020
604,32,JAWA BARAT,CIANJUR,ACACIA MANGIUM,153.54,M3,2020
605,32,JAWA BARAT,CIANJUR,RIMBA CAMPURAN,116.06,M3,2020
606,32,JAWA BARAT,PURWAKARTA,JATI,1847.93,M3,2020
607,32,JAWA BARAT,PURWAKARTA,PINUS,0.0,M3,2020
608,32,JAWA BARAT,PURWAKARTA,MAHONI,902.73,M3,2020
609,32,JAWA BARAT,PURWAKARTA,SENGON,707.74,M3,2020
610,32,JAWA BARAT,PURWAKARTA,AGATHIS,0.0,M3,2020
611,32,JAWA BARAT,PURWAKARTA,SONOKELING,0.0,M3,2020
612,32,JAWA BARAT,PURWAKARTA,RASAMALA,0.0,M3,2020
613,32,JAWA BARAT,PURWAKARTA,PUSPA,0.0,M3,2020
614,32,JAWA BARAT,PURWAKARTA,MAESOPSIS,0.0,M3,2020
615,32,JAWA BARAT,PURWAKARTA,ACACIA MANGIUM,347.81,M3,2020
616,32,JAWA BARAT,PURWAKARTA,RIMBA CAMPURAN,145.04,M3,2020
617,32,JAWA BARAT,BANDUNG UTARA,JATI,270.07,M3,2020
618,32,JAWA BARAT,BANDUNG UTARA,PINUS,1224.55,M3,2020
619,32,JAWA BARAT,BANDUNG UTARA,MAHONI,0.0,M3,2020
620,32,JAWA BARAT,BANDUNG UTARA,SENGON,0.0,M3,2020
621,32,JAWA BARAT,BANDUNG UTARA,AGATHIS,0.0,M3,2020
622,32,JAWA BARAT,BANDUNG UTARA,SONOKELING,0.0,M3,2020
623,32,JAWA BARAT,BANDUNG UTARA,RASAMALA,0.0,M3,2020
624,32,JAWA BARAT,BANDUNG UTARA,PUSPA,0.0,M3,2020
625,32,JAWA BARAT,BANDUNG UTARA,MAESOPSIS,0.0,M3,2020
626,32,JAWA BARAT,BANDUNG UTARA,ACACIA MANGIUM,0.0,M3,2020
627,32,JAWA BARAT,BANDUNG UTARA,RIMBA CAMPURAN,0.0,M3,2020
628,32,JAWA BARAT,BANDUNG SELATAN,JATI,0.0,M3,2020
629,32,JAWA BARAT,BANDUNG SELATAN,PINUS,6.8,M3,2020
630,32,JAWA BARAT,BANDUNG SELATAN,MAHONI,0.0,M3,2020
631,32,JAWA BARAT,BANDUNG SELATAN,SENGON,0.0,M3,2020
632,32,JAWA BARAT,BANDUNG SELATAN,AGATHIS,0.0,M3,2020
633,32,JAWA BARAT,BANDUNG SELATAN,SONOKELING,0.0,M3,2020
634,32,JAWA BARAT,BANDUNG SELATAN,RASAMALA,0.0,M3,2020
635,32,JAWA BARAT,BANDUNG SELATAN,PUSPA,0.0,M3,2020
636,32,JAWA BARAT,BANDUNG SELATAN,MAESOPSIS,0.0,M3,2020
637,32,JAWA BARAT,BANDUNG SELATAN,ACACIA MANGIUM,0.0,M3,2020
638,32,JAWA BARAT,BANDUNG SELATAN,RIMBA CAMPURAN,0.0,M3,2020
639,32,JAWA BARAT,GARUT,JATI,133.0,M3,2020
640,32,JAWA BARAT,GARUT,PINUS,0.0,M3,2020
641,32,JAWA BARAT,GARUT,MAHONI,0.0,M3,2020
642,32,JAWA BARAT,GARUT,SENGON,0.0,M3,2020
643,32,JAWA BARAT,GARUT,AGATHIS,0.0,M3,2020
644,32,JAWA BARAT,GARUT,SONOKELING,0.0,M3,2020
645,32,JAWA BARAT,GARUT,RASAMALA,0.0,M3,2020
646,32,JAWA BARAT,GARUT,PUSPA,0.0,M3,2020
647,32,JAWA BARAT,GARUT,MAESOPSIS,0.0,M3,2020
648,32,JAWA BARAT,GARUT,ACACIA MANGIUM,0.0,M3,2020
649,32,JAWA BARAT,GARUT,RIMBA CAMPURAN,0.0,M3,2020
650,32,JAWA BARAT,TASIKMALAYA,JATI,3289.99,M3,2020
651,32,JAWA BARAT,TASIKMALAYA,PINUS,0.0,M3,2020
652,32,JAWA BARAT,TASIKMALAYA,MAHONI,377.38,M3,2020
653,32,JAWA BARAT,TASIKMALAYA,SENGON,0.0,M3,2020
654,32,JAWA BARAT,TASIKMALAYA,AGATHIS,0.0,M3,2020
655,32,JAWA BARAT,TASIKMALAYA,SONOKELING,0.0,M3,2020
656,32,JAWA BARAT,TASIKMALAYA,RASAMALA,0.0,M3,2020
657,32,JAWA BARAT,TASIKMALAYA,PUSPA,0.0,M3,2020
658,32,JAWA BARAT,TASIKMALAYA,MAESOPSIS,0.0,M3,2020
659,32,JAWA BARAT,TASIKMALAYA,ACACIA MANGIUM,0.0,M3,2020
660,32,JAWA BARAT,TASIKMALAYA,RIMBA CAMPURAN,0.0,M3,2020
661,32,JAWA BARAT,CIAMIS,JATI,19177.29,M3,2020
662,32,JAWA BARAT,CIAMIS,PINUS,0.0,M3,2020
663,32,JAWA BARAT,CIAMIS,MAHONI,9568.97,M3,2020
664,32,JAWA BARAT,CIAMIS,SENGON,0.0,M3,2020
665,32,JAWA BARAT,CIAMIS,AGATHIS,0.0,M3,2020
666,32,JAWA BARAT,CIAMIS,SONOKELING,0.0,M3,2020
667,32,JAWA BARAT,CIAMIS,RASAMALA,0.0,M3,2020
668,32,JAWA BARAT,CIAMIS,PUSPA,0.0,M3,2020
669,32,JAWA BARAT,CIAMIS,MAESOPSIS,0.0,M3,2020
670,32,JAWA BARAT,CIAMIS,ACACIA MANGIUM,0.0,M3,2020
671,32,JAWA BARAT,CIAMIS,RIMBA CAMPURAN,0.0,M3,2020
672,32,JAWA BARAT,SUMEDANG,JATI,1677.34,M3,2020
673,32,JAWA BARAT,SUMEDANG,PINUS,0.0,M3,2020
674,32,JAWA BARAT,SUMEDANG,MAHONI,12.63,M3,2020
675,32,JAWA BARAT,SUMEDANG,SENGON,0.0,M3,2020
676,32,JAWA BARAT,SUMEDANG,AGATHIS,0.0,M3,2020
677,32,JAWA BARAT,SUMEDANG,SONOKELING,0.0,M3,2020
678,32,JAWA BARAT,SUMEDANG,RASAMALA,0.0,M3,2020
679,32,JAWA BARAT,SUMEDANG,PUSPA,0.0,M3,2020
680,32,JAWA BARAT,SUMEDANG,MAESOPSIS,0.0,M3,2020
681,32,JAWA BARAT,SUMEDANG,ACACIA MANGIUM,0.0,M3,2020
682,32,JAWA BARAT,SUMEDANG,RIMBA CAMPURAN,257.89,M3,2020
683,32,JAWA BARAT,MAJALENGKA,JATI,67.52,M3,2020
684,32,JAWA BARAT,MAJALENGKA,PINUS,381.15,M3,2020
685,32,JAWA BARAT,MAJALENGKA,MAHONI,206.12,M3,2020
686,32,JAWA BARAT,MAJALENGKA,SENGON,0.0,M3,2020
687,32,JAWA BARAT,MAJALENGKA,AGATHIS,0.0,M3,2020
688,32,JAWA BARAT,MAJALENGKA,SONOKELING,0.0,M3,2020
689,32,JAWA BARAT,MAJALENGKA,RASAMALA,0.0,M3,2020
690,32,JAWA BARAT,MAJALENGKA,PUSPA,0.0,M3,2020
691,32,JAWA BARAT,MAJALENGKA,MAESOPSIS,0.0,M3,2020
692,32,JAWA BARAT,MAJALENGKA,ACACIA MANGIUM,0.0,M3,2020
693,32,JAWA BARAT,MAJALENGKA,RIMBA CAMPURAN,0.0,M3,2020
694,32,JAWA BARAT,INDRAMAYU,JATI,2187.06,M3,2020
695,32,JAWA BARAT,INDRAMAYU,PINUS,0.0,M3,2020
696,32,JAWA BARAT,INDRAMAYU,MAHONI,0.0,M3,2020
697,32,JAWA BARAT,INDRAMAYU,SENGON,0.0,M3,2020
698,32,JAWA BARAT,INDRAMAYU,AGATHIS,0.0,M3,2020
699,32,JAWA BARAT,INDRAMAYU,SONOKELING,0.0,M3,2020
700,32,JAWA BARAT,INDRAMAYU,RASAMALA,0.0,M3,2020
