,total_of_tweets,no_of_followers,no_of_followees,age_of_account,no_of_favorite,aver_favou_per_day,aver_tweets_per_day,user_name_len,is_post_at_hol,is_post_at_noon,is_post_at_eve,is_post_at_weekend,contain_location,contain_org,contain_tvshow,sentiment_level,contain video,contain picture,contain_upper,contain_number,contain_excl,con_user_mentioned,contain_url,contain_hashtag,opt_length,len_of_text,status_retweet
219,1168,5,41,194,0,0.0,1.0,15,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,176,1
220,850145,1292722,160,5333,4,4.0,1.0,10,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,176,1
221,900,1,64,112,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,260,1
222,900,1,64,112,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,239,1
223,900,1,64,112,0,0.0,1.0,13,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,246,1
224,900,1,64,112,0,0.0,1.0,13,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,218,1
225,900,1,64,112,0,0.0,1.0,13,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,245,1
226,1483,201,317,3780,0,0.0,1.0,11,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,106,0
227,857,415,33,3102,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,246,1
228,857,415,33,3102,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,218,1
229,857,415,33,3102,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,260,1
230,857,415,33,3102,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,245,1
231,857,415,33,3102,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,239,1
232,182,19,26,235,2,1.75,1.0,13,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,245,1
233,181,71,121,229,2,1.375,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,218,1
234,186,35,81,297,2,1.375,1.0,8,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,246,1
235,186,13,15,235,2,1.375,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,239,1
236,186,15,34,235,2,1.375,1.0,14,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,260,1
237,28296,381,44,4494,0,0.0,1.0,11,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,105,0
238,344,3,55,141,0,0.0,1.0,10,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,133,0
239,27567,326,132,612,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,148,0
240,308,0,10,230,0,0.0,1.0,8,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,111,0
241,191,0,5,214,1,0.1111111111111111,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,235,0
242,178,1,6,189,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,256,0
243,193,0,6,224,0,0.07142857142857142,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,241,0
244,194,0,8,225,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,214,0
245,182,0,4,185,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,242,0
246,136,0,0,188,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,206,0
247,193,0,5,217,0,0.0,1.0,14,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,227,0
248,7803,107,119,224,0,0.0,1.0,13,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,120,0
249,633,1,0,328,0,0.0,1.0,14,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,94,0
250,5561,45,166,3730,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,130,0
251,4635,864,1083,1149,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,297,0
252,851101,993477,90,5243,0,0.34285714285714286,1.0,10,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,149,0
253,758,24,422,2023,0,0.0,1.0,12,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,245,0
254,464941,2890898,509,5226,25,21.5,1.0,7,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,140,0
255,2999,1944,145,376,0,0.0,1.0,13,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,116,0
256,758,24,422,2023,0,0.0,1.0,12,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,261,0
257,851101,993477,90,5243,0,0.34285714285714286,1.0,10,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,154,0
258,1015841,1053850,223,4787,1,7.0,1.0,10,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,86,0
259,1365,28,688,1386,0,0.0,1.0,8,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,69,0
260,194,0,0,226,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,206,0
261,195,1,5,225,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,179,0
262,193,0,6,224,0,0.07142857142857142,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,207,0
263,194,0,8,225,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,200,0
264,182,0,4,185,0,0.0,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,221,0
265,136,2,51,3471,0,0.14285714285714285,1.0,13,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,147,0
266,11221,81,13,1039,1,0.3,1.0,12,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,129,0
267,359,12,80,2424,0,0.0,1.0,15,1,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,275,0
268,15185,786,552,3980,0,0.0,1.0,7,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,96,0
269,239517,1669794,73,5058,2,1.3333333333333333,1.0,10,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,98,1
270,851101,993477,90,5243,0,0.34285714285714286,1.0,10,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,101,0
271,168039,28563,301,3942,0,1.25,1.0,13,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,107,0
272,12350,1760,2110,340,9,9.0,1.0,8,1,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,196,0
273,3447,1011,1012,1885,0,0.0,1.0,8,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,58,0
274,851101,993477,90,5243,0,0.34285714285714286,1.0,10,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,101,0
275,179,1,9,58,0,0.0,1.0,12,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,221,0
276,851101,993477,90,5243,2,0.34285714285714286,1.0,10,1,0,1,1,1,0,0,2,0,0,1,1,0,0,1,0,1,97,1
277,239517,1669794,73,5058,3,1.3333333333333333,1.0,10,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,92,0
278,168039,28563,301,3942,2,1.25,1.0,13,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,231,0
279,2411,377,427,711,1,1.0,1.0,8,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,184,0
280,4775,30,87,1435,0,0.0,1.0,14,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,115,0
281,4775,30,87,1435,0,0.0,1.0,14,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,112,0
282,4775,30,87,1435,0,0.0,1.0,14,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,117,0
283,21585,1340,1407,4860,0,0.0,1.0,11,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,50,0
284,303,6,119,762,0,0.0,1.0,14,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,218,0
285,26910,1052,583,2052,0,0.0,1.0,11,1,1,0,1,1,1,0,2,0,0,1,1,1,0,1,0,0,279,0
286,66540,402,473,4510,12,12.0,1.0,15,1,1,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,193,0
287,12720,298,300,4224,0,0.0,1.0,11,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,81,0
288,63,1,48,466,1,1.0,1.0,11,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,58,0
289,32532,319162,369,4969,0,4.25,1.0,11,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,197,0
290,49979,2066,4996,2688,0,0.0,1.0,9,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,38,0
291,6105,155,161,3082,0,0.0,1.0,8,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,46,0
292,2409,134,136,3962,0,0.0,1.0,9,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,156,0
293,1018,290,354,301,0,0.0,1.0,8,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,137,0
294,257,0,49,108,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,230,1
295,2873,59,1055,317,0,0.0,1.0,13,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,230,1
296,857,415,33,3102,0,0.0,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,233,1
297,857,415,33,3102,0,0.0,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,242,1
298,857,415,33,3102,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,222,1
299,857,415,33,3102,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,229,1
300,857,415,33,3102,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,230,1
301,182,19,26,235,4,1.75,1.0,13,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,230,1
302,186,15,34,235,1,1.375,1.0,14,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,229,1
303,181,71,121,229,1,1.375,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,222,1
304,186,35,81,297,1,1.375,1.0,8,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,242,1
305,186,13,15,235,1,1.375,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,233,1
306,9744,268,333,4359,0,0.0,1.0,12,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,185,0
307,22827,2060,2362,605,0,0.0,1.0,15,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
308,4127,7,56,1272,0,0.0,1.0,12,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,272,0
309,209,25,142,89,0,0.0,1.0,13,1,0,0,1,1,1,0,2,0,0,1,1,0,0,1,0,0,150,0
310,1089,89,325,112,0,0.0,1.0,11,1,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,30,0
311,171382,1477,212,4493,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,90,1
312,177629,1462,1293,3598,0,0.0,1.0,13,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,90,1
313,15586,496,503,3803,0,0.0,1.0,15,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,91,0
314,335487,59226,4352,4634,0,0.0,1.0,9,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,91,1
315,14902,273,440,4099,0,0.0,1.0,15,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
316,7803,107,119,224,0,0.0,1.0,13,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,115,0
317,35876,561,499,3186,0,0.0,1.0,6,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,79,1
318,8278,296,374,659,0,0.0,1.0,13,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,257,1
319,7803,107,119,224,0,0.0,1.0,13,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,107,0
320,49763,3105,4967,1562,0,0.0,1.0,9,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
321,536,29,1428,288,0,0.0,1.0,14,1,0,0,1,1,1,0,2,0,0,1,1,0,0,1,0,0,123,1
322,26910,1052,583,2052,0,0.0,1.0,11,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,273,0
323,7555,104,214,1512,0,0.0,1.0,9,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,1
324,58342,5562,6125,573,0,0.0,1.0,15,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
325,5354,63,1227,1030,0,0.0,1.0,9,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,1
326,9601,1645,2276,3335,2,2.0,1.0,8,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,167,0
327,15828,5624,4676,3993,0,0.0,1.0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
328,28787,2285,5001,612,0,0.0,1.0,14,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
329,182401,355,596,2200,0,0.0,1.0,8,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,257,1
330,851101,993477,90,5243,0,0.34285714285714286,1.0,10,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,117,0
331,320364,108418,932,5091,0,0.0,1.0,11,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,190,0
332,851101,993477,90,5243,0,0.34285714285714286,1.0,10,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,109,0
333,55412,2724,619,2189,0,0.0,1.0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
334,218,10,62,858,0,0.0,1.0,12,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,219,0
335,4848,152,900,1455,0,0.0,1.0,11,1,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,148,1
336,14615,2687,4727,148,0,0.0,1.0,9,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
337,56327,2760,2694,4052,0,0.0,1.0,8,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,1
338,117662,3315,323,4302,0,0.0,1.0,12,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,185,1
339,345252,117556,212,3696,2,2.0,1.0,9,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,185,1
340,27,0,3,135,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,193,0
341,27,0,5,121,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,192,0
342,27,0,5,121,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,185,0
343,27,0,3,135,0,0.0,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,206,0
344,27,0,3,135,0,0.0,1.0,9,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,196,0
345,28,0,3,135,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,193,0
346,28,0,3,135,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,192,0
347,28,0,3,135,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,185,0
348,28,0,0,135,0,0.0,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,206,0
349,28,0,1,135,0,0.0,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,196,0
350,3675,157,147,1336,1,0.5,1.0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,154,0
351,851101,993477,90,5243,0,0.34285714285714286,1.0,10,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,107,0
352,6336,2648,3440,4429,0,0.0,1.0,8,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
353,19011,19016,186,397,36,36.0,1.0,12,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,170,1
354,17606,1405,2053,2726,1,1.0,1.0,9,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,91,1
355,76217,173,2320,198,0,0.0,1.0,14,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,1
356,1471,22,52,1057,0,0.0,1.0,7,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,1
357,28,0,3,135,0,0.0,1.0,13,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,193,0
358,28,0,3,135,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,192,0
359,28,0,3,135,0,0.0,1.0,15,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,185,0
360,28,0,3,135,0,0.0,1.0,13,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,206,0
361,28,0,3,135,0,0.0,1.0,15,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,196,0
362,34906,20238,1875,5116,0,0.0,1.0,5,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,58,1
363,34906,20238,1875,5116,0,0.0,1.0,5,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,1
364,84891,165346,739,3567,5,48.0,1.0,11,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,58,1
365,84891,165346,739,3567,91,48.0,1.0,11,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,1
366,1320,57,124,1405,0,0.0,1.0,8,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,80,0
367,41018,6144,430,2658,0,0.0,1.0,11,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,257,1
368,3307,506,55,897,30,30.0,1.0,14,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,257,1
369,335487,59226,4352,4634,0,0.0,1.0,9,1,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,201,1
370,202961,657,616,3150,0,0.0,1.0,9,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,79,1
371,3446,72,200,322,6,6.0,1.0,11,1,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,201,1
372,1178763,3246,5000,4558,0,0.0,1.0,9,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,79,1
373,11578,258,301,4046,1,1.0,1.0,6,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,63,0
374,70820,584,1463,5121,0,0.0,1.0,13,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,94,0
375,4420,128,28,3667,0,0.0,1.0,13,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,181,1
376,5561,45,166,3730,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,113,0
377,267600,25365,114,4661,0,0.0,1.0,9,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,89,0
378,24339,432,299,4116,0,0.0,1.0,7,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,303,0
379,6485,13,105,600,1,1.0,1.0,14,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,123,0
380,851101,993477,90,5243,1,0.34285714285714286,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,95,0
381,27,4,55,285,0,0.0,1.0,15,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,107,0
382,464941,2890898,509,5226,24,21.5,1.0,7,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,125,0
383,851101,993477,90,5243,1,0.34285714285714286,1.0,10,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,89,0
384,130420,6465,3788,3839,1,1.0,1.0,8,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,164,0
385,143763,14875,16292,5011,0,0.0,1.0,12,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,137,0
386,71726,649,718,4842,0,0.0,1.0,12,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,1,88,0
387,851101,993477,90,5243,0,0.34285714285714286,1.0,10,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,89,0
388,4466,113,129,4706,0,0.0,1.0,12,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,132,0
389,18570,164,273,5048,0,0.0,1.0,9,0,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,148,1
390,78207,109,10,1281,0,0.0,1.0,7,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,129,0
391,192193,105095,33,4897,0,0.05263157894736842,1.0,15,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,116,0
392,59441,4734,4765,5000,3,3.0,1.0,13,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,162,0
393,107668,11126,9594,1147,1,1.0,1.0,13,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,163,0
394,4051,10,355,443,1,1.0,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,325,0
395,851101,993477,90,5243,0,0.34285714285714286,1.0,10,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,92,0
396,8802,15,36,1704,0,0.0,1.0,15,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,74,0
397,851101,993477,90,5243,0,0.34285714285714286,1.0,10,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,82,0
398,451,11,56,661,0,0.0,1.0,13,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,258,0
399,240,76,84,351,0,0.0,1.0,14,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,212,1
400,14613,1135,221,5158,0,0.0,1.0,12,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,108,0
401,215844,184767,231,5087,0,1.0,1.0,15,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,145,0
402,10266,301,324,2607,0,0.0,1.0,9,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,47,0
403,2460,813,2195,1914,1,1.0,1.0,13,0,0,1,1,1,0,0,2,0,0,1,1,0,0,1,0,0,213,0
404,851101,993477,90,5243,1,0.34285714285714286,1.0,10,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,85,0
405,343615,37365,23235,4885,34,34.0,1.0,7,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,79,1
406,1438,3,103,172,0,0.0,1.0,6,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,165,1
407,168039,28563,301,3942,2,1.25,1.0,13,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,139,0
408,26069,112,181,4949,0,0.0,1.0,15,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,79,1
409,15828,5624,4676,3993,0,0.0,1.0,10,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,79,1
410,2333993,8527808,31,5246,7,6.333333333333333,1.0,9,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,165,1
411,3543,21,191,925,0,0.0,1.0,9,0,0,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,212,0
412,1025,40,191,5166,0,0.0,1.0,7,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,116,0
413,1015841,1053850,223,4787,33,7.0,1.0,10,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,79,1
414,317,19,121,706,0,0.0,1.0,12,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,209,0
415,239517,1669794,73,5058,1,1.3333333333333333,1.0,10,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,112,0
416,136,2,51,3471,0,0.14285714285714285,1.0,13,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,133,0
417,100136,29824,183,4229,11,11.0,1.0,13,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,63,0
418,73881,243275,568,2402,59,59.0,1.0,13,0,0,1,1,1,0,0,2,0,0,1,1,0,0,1,0,0,148,1
419,851101,993477,90,5243,2,0.34285714285714286,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,94,1
420,47639,235,626,3806,0,0.0,1.0,9,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,58,0
421,79046,52117,25618,4035,0,0.0,1.0,9,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,114,0
422,384214,101135,58,4818,0,0.0,1.0,11,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,132,0
423,295,144,17,3413,0,0.0,1.0,13,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,47,0
424,239517,1669794,73,5058,0,1.3333333333333333,1.0,10,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,108,0
425,7518,117,534,4984,0,0.0,1.0,8,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,62,0
426,88620,1494,1387,5297,0,0.0,1.0,11,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,116,0
427,2640,20,430,3105,3,3.0,1.0,10,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,74,0
428,23042,2764,2569,1101,2,2.0,1.0,9,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,186,0
429,192193,105095,33,4897,0,0.05263157894736842,1.0,15,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,137,0
430,192193,105095,33,4897,0,0.05263157894736842,1.0,15,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,146,0
431,464941,2890898,509,5226,17,21.5,1.0,7,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,165,0
432,93,0,19,80,1,0.6666666666666666,1.0,11,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,285,0
433,7457,9606,9768,5195,0,0.0,1.0,14,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,130,0
434,31755,484,2150,4178,0,0.0,1.0,12,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,287,1
435,31755,484,2150,4178,0,0.0,1.0,12,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,298,1
436,43827,227,880,4488,0,0.0,1.0,13,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,287,1
437,43827,227,880,4488,0,0.0,1.0,13,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,298,1
438,17665,737,985,4944,0,0.0,1.0,10,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,298,1
